,loss,accuracy,val_loss,val_accuracy
0,13.651247024536133,0.0272000003606081,6.867440700531006,0.0
1,5.39245080947876,0.04960000142455101,4.017293453216553,0.05970149114727974
2,3.414715528488159,0.2160000056028366,2.7924094200134277,0.3805970251560211
3,2.577305555343628,0.3919999897480011,2.2654151916503906,0.5410447716712952
4,1.9792068004608154,0.6144000291824341,1.831189513206482,0.6007462739944458
5,1.701896071434021,0.6704000234603882,1.5417523384094238,0.6977611780166626
6,1.3988568782806396,0.7631999850273132,1.3713160753250122,0.7126865386962891
7,1.2095420360565186,0.8367999792098999,1.1323304176330566,0.861940324306488
8,0.9894877076148987,0.8863999843597412,0.9974835515022278,0.8656716346740723
9,0.8803371787071228,0.892799973487854,0.9418998956680298,0.8694030046463013
10,0.7880727648735046,0.8992000222206116,0.7183821201324463,0.891791045665741
11,0.6197476983070374,0.9408000111579895,0.5855104923248291,0.9552238583564758
12,0.5224263668060303,0.9535999894142151,0.5090655088424683,0.9440298676490784
13,0.42958125472068787,0.9664000272750854,0.40069395303726196,0.9664179086685181
14,0.38934940099716187,0.9696000218391418,0.3886679410934448,0.9589552283287048
15,0.32797637581825256,0.9728000164031982,0.321125328540802,0.9813432693481445
16,0.28548651933670044,0.9760000109672546,0.3290915787220001,0.9776119589805603
17,0.2743498682975769,0.9775999784469604,0.259280264377594,0.9776119589805603
18,0.2343483865261078,0.9775999784469604,0.2365550398826599,0.9738805890083313
19,0.23100237548351288,0.974399983882904,0.2284458726644516,0.9701492786407471
20,0.22396039962768555,0.974399983882904,0.22060179710388184,0.9776119589805603
21,0.20808252692222595,0.9760000109672546,0.20560994744300842,0.9738805890083313
22,0.19563256204128265,0.9679999947547913,0.21341435611248016,0.9701492786407471
23,0.14344318211078644,0.9855999946594238,0.16800756752490997,0.9925373196601868
24,0.1422080397605896,0.9855999946594238,0.14293265342712402,0.9925373196601868
25,0.12839770317077637,0.9887999892234802,0.1383560299873352,0.9888059496879578
26,0.11394382268190384,0.9887999892234802,0.13434140384197235,0.9776119589805603
27,0.10088080167770386,0.9904000163078308,0.12143439799547195,0.9850746393203735
28,0.10526710003614426,0.9855999946594238,0.11022152751684189,0.9925373196601868
29,0.08728928118944168,0.995199978351593,0.11172880232334137,0.9888059496879578
30,0.08618590235710144,0.9919999837875366,0.12307776510715485,0.9813432693481445
31,0.0860229954123497,0.9904000163078308,0.10930437594652176,0.9888059496879578
32,0.08030985295772552,0.9936000108718872,0.09482766687870026,0.9888059496879578
33,0.07626422494649887,0.9904000163078308,0.11520981788635254,0.9813432693481445
34,0.07718130946159363,0.9887999892234802,0.09718310832977295,0.9850746393203735
35,0.06403376907110214,0.995199978351593,0.11728586256504059,0.9738805890083313
36,0.06867917627096176,0.9919999837875366,0.12014707922935486,0.9701492786407471
37,0.0657869353890419,0.9936000108718872,0.08041135221719742,0.9888059496879578
38,0.054819196462631226,0.9968000054359436,0.08079907298088074,0.9888059496879578
39,0.05055825039744377,0.9968000054359436,0.07364530116319656,0.9850746393203735
40,0.05407324805855751,0.995199978351593,0.07656197249889374,0.9850746393203735
41,0.051783494651317596,0.995199978351593,0.06773041188716888,0.9888059496879578
42,0.043783292174339294,0.9983999729156494,0.08887046575546265,0.9850746393203735
43,0.04617585986852646,0.995199978351593,0.06564873456954956,0.9850746393203735
44,0.041831355541944504,0.9983999729156494,0.06751816719770432,0.9888059496879578
45,0.038257502019405365,0.9983999729156494,0.06555284559726715,0.9850746393203735
46,0.03804965317249298,0.9983999729156494,0.06299470365047455,0.9850746393203735
47,0.040385790169239044,0.995199978351593,0.06071987375617027,0.9888059496879578
48,0.03417477384209633,0.9983999729156494,0.05761606618762016,0.9888059496879578
49,0.032244957983493805,0.9983999729156494,0.05458909645676613,0.9888059496879578
50,0.030230658128857613,1.0,0.06784827262163162,0.9813432693481445
51,0.03335275873541832,0.9983999729156494,0.06414149701595306,0.9813432693481445
52,0.0330578051507473,0.9968000054359436,0.06566471606492996,0.9738805890083313
53,0.02847178280353546,0.9968000054359436,0.05762870982289314,0.9888059496879578
54,0.027523892000317574,0.9983999729156494,0.06006641685962677,0.9850746393203735
55,0.02597031183540821,0.9983999729156494,0.052612632513046265,0.9888059496879578
56,0.026688605546951294,0.9983999729156494,0.05151927471160889,0.9888059496879578
57,0.023999977856874466,0.9983999729156494,0.05286254361271858,0.9925373196601868
58,0.026267871260643005,1.0,0.05970209091901779,0.9850746393203735
59,0.024377118796110153,0.9983999729156494,0.047437164932489395,0.9925373196601868
60,0.02135452814400196,1.0,0.047711264342069626,0.9850746393203735
61,0.0217849463224411,1.0,0.04669978469610214,0.9850746393203735
62,0.02007276751101017,1.0,0.04866670444607735,0.9888059496879578
63,0.01985275000333786,1.0,0.0569162555038929,0.9813432693481445
64,0.01813480630517006,0.9983999729156494,0.04698910191655159,0.9888059496879578
65,0.018377218395471573,1.0,0.044128403067588806,0.9925373196601868
66,0.01762758195400238,1.0,0.05468937009572983,0.9813432693481445
67,0.01662513054907322,1.0,0.04997309669852257,0.9850746393203735
68,0.01656075194478035,1.0,0.045649416744709015,0.9850746393203735
69,0.015938173979520798,1.0,0.04594535008072853,0.9888059496879578
70,0.015256308019161224,1.0,0.04195801168680191,0.9888059496879578
71,0.014663908630609512,1.0,0.04360164329409599,0.9888059496879578
72,0.019161948934197426,0.9983999729156494,0.06878497451543808,0.9813432693481445
73,0.01603158377110958,1.0,0.040976908057928085,0.9888059496879578
74,0.01563115604221821,0.9983999729156494,0.04193395748734474,0.9925373196601868
75,0.014155330136418343,1.0,0.05043922737240791,0.9850746393203735
76,0.012562925927340984,1.0,0.04311424121260643,0.9850746393203735
77,0.012416115961968899,1.0,0.042736511677503586,0.9850746393203735
78,0.01342476811259985,1.0,0.04974156245589256,0.9850746393203735
79,0.015692422166466713,0.9983999729156494,0.03697989508509636,0.9888059496879578
80,0.012596972286701202,1.0,0.054459068924188614,0.9813432693481445
81,0.012425580993294716,1.0,0.04229094460606575,0.9850746393203735
82,0.012220739386975765,1.0,0.040115080773830414,0.9925373196601868
83,0.012310434132814407,1.0,0.04197245463728905,0.9888059496879578
84,0.013594161719083786,0.9983999729156494,0.03572016954421997,0.9888059496879578
85,0.01267571933567524,1.0,0.04984116181731224,0.9850746393203735
86,0.012219722382724285,0.9983999729156494,0.03794417157769203,0.9888059496879578
87,0.012330109253525734,0.9983999729156494,0.03685635328292847,0.9888059496879578
88,0.014577624388039112,0.9983999729156494,0.05096622183918953,0.9925373196601868
89,0.016202671453356743,0.9983999729156494,0.03605722263455391,0.9925373196601868
90,0.009064268320798874,1.0,0.04371509701013565,0.9850746393203735
91,0.007937305606901646,1.0,0.04036218672990799,0.9850746393203735
92,0.007443690672516823,1.0,0.04168112948536873,0.9850746393203735
93,0.007697051391005516,1.0,0.03498251736164093,0.9888059496879578
94,0.007587172091007233,1.0,0.044810809195041656,0.9813432693481445
95,0.007141518406569958,1.0,0.03752744197845459,0.9888059496879578
96,0.007001121528446674,1.0,0.040995754301548004,0.9813432693481445
97,0.006574367638677359,1.0,0.04631175845861435,0.9850746393203735
98,0.007894384674727917,1.0,0.03511359542608261,0.9925373196601868
99,0.007398380897939205,1.0,0.04697722569108009,0.9850746393203735
